index,sentence,label
942,"Josh Mandel, a Trump disciple seeking the Republican Senate nomination in Ohio, recently tweeted out what he stands for: “Ohio must be a pro-God, pro-family, pro-Bitcoin state.” Indeed, there has long been a strong connection between support for Bitcoin and right-wing extremism — like the traditional association between conservatism and an obsession with gold, only more so.",0
943,"SEOUL — North Korea launched a ballistic missile off its east coast on ​Tuesday, its second weapons test in a week​, as the United Nations Security Council met to discuss the country’s growing missile threat.",0
944,"Last month, I wrote about Randi Weingarten, president of the American Federation of Teachers.",0
945,"I argued that while many people blamed her for school closures, she’d actually labored to keep schools open.",0
946,"A common criticism of the article was that Weingarten was just trying, with my help, to salvage her reputation as evidence of the harms of interrupted schooling mounted.",0
947,"On Sunday, the Metropolitan Transportation Authority retired the last of the R-32 subway trains.",0
948,We were there for its last trip.,0
949,"The 17 people killed in a Bronx fire this week all died from inhaling smoke that poured through a single malfunctioning door and billowed to the top of the 19-story building, New York City officials said on Monday, as they investigated how a fire that barely spread beyond one unit became the city’s most lethal in three decades.",0
950,"WASHINGTON — Members of Congress, police officers and government watchdog groups argued in federal court on Monday that Donald J. Trump was liable for major financial damages for his role in inspiring the Jan. 6 attack on Congress, pressing an array of civil suits against the former president amid mounting frustration that he has faced no penalty for the riot.",0
951,"Jameson Williams, Alabama’s star wide receiver, suffered an apparent knee injury in the second quarter of the national title game and when he returned to the field during the third quarter he was wearing sweat pants and did not appear ready to play.",0
952,TUESDAY PUZZLE — It sure seems as if Ross Trudeau has become one of the most prolific constructors of the past few years.,0
953,"He published 11 puzzles in The Times in 2021 alone, most of which were collaborations, not to mention countless other puzzles in countless other crossword outlets, including some on his own site.",0
954,"As I solved this puzzle, I found myself singing (to the tune of the Roy Kent chant from the Apple TV series “Ted Lasso”): “He’s here!",0
955,“I wasn’t sure he was understanding me.,0
956,"Then he said, ‘Well, will I oink?’”",0
957,An article on Dec. 23 about Minnesota’s deployment of National Guard members to short-staffed nursing homes misstated Gov.,0
958,Tim Walz’s efforts to increase pay for nursing assistants.,0
959,He has sought to use federal coronavirus relief funds for bonus pay for nursing home staff; he has not sought to raise reimbursement rates for those nursing homes.,0
960,"BRUSSELS — David Sassoli, an Italian journalist-turned-politician who was president of the European Parliament and dedicated his later years to seeking to increase its powers during the rocky years of Brexit and the pandemic, died on Tuesday in Italy.",0
961,"GENEVA — The United Nations made what it described Tuesday as its biggest appeal ever for a single country, asking international donors to give more than $5 billion to Afghanistan to fend off a humanitarian disaster.",0
962,"A “living history museum” based on the life of Dred Scott, digitization of books and manuscripts dispersed from the Philippines in the 18th century, a Cherokee translation effort, and an exhibit on the history of jazz and hip-hop in Queens, N.Y., are among 208 projects across the country that are receiving new grants from the National Endowment for the Humanities.",0
963,"In a first, a man with life-threatening heart disease received a heart from a genetically modified pig, in a groundbreaking procedure that offers hope to hundreds of thousands of patients with failing organs.",0
964,"The eight-hour operation took place in Baltimore on Friday, and the patient was doing well yesterday, according to his surgeons.",0
965,Some North American red squirrels are born with a silver spoon in their mouths.,0
966,They live in pine forests where the adults defend caches of food.,0
967,"But each year, some squirrel mothers abandon their territory, bequeathing all their food to one or more babies who stay behind.",0
968,"CHONGWE, Zambia — On a visit to a public hospital in a farming community in late November, I saw something that astonished me.",0
969,"Featured Article: “Revolt in Kazakhstan: What’s Happening, and Why It Matters” by Dan Bilefsky",0
970,It’s hard to spot voter disenfranchisement with the naked eye.,0
971,"In 2019, LaQuiere bought six pigeons on Craigslist.",0
972,"The next year, the first pigeon he entered in a race never made it back.",0
973,THE ZEN OF THERAPYUncovering a Hidden Kindness in LifeBy Mark Epstein,0
974,I CAME ALL THIS WAY TO MEET YOU Writing Myself HomeBy Jami Attenberg,0
975,PRESENT TENSE MACHINEBy Gunnhild ØyehaugTranslated by Kari Dickson,0
976,LOST AND FOUNDA MemoirBy Kathryn Schulz,0
977,THE FINAL CASEBy David Guterson,0
978,I’ve always had an unstable relationship to time.,0
979,"Maybe that’s because in Chinese, my first language, verbs aren’t conjugated.",0
980,"I was 8 when my family emigrated from Taiwan to the United States, where I learned English as if by osmosis.",0
981,"This second modality, as my Spanish teacher explained it, was called “the subjunctive.”",0
982,Q: I’m a woman in my late 40s and for the first time I’ve developed belly fat.,0
983,"The soldiers with inexplicable breathing complaints started appearing in Dr. Robert F. Miller’s pulmonology clinic in 2004, the year after Baghdad fell to invading United States forces.",0
